order_id,customer_id,store_id,order_date,payment_method,status
1268,54,10,2024-01-15,Cash,Refunded
1269,2038,7,2022-03-01,Card,Refunded
1270,491,5,2026-04-16,M-Pesa,Completed
1271,1605,10,2024-02-18,Card,Cancelled
1272,238,6,2022-05-02,M-Pesa,Completed
1273,505,10,2023-12-01,M-Pesa,Refunded
1274,2209,10,2026-01-05,Card,Completed
1275,1956,4,2023-01-15,Card,Completed
1276,1669,10,2025-08-02,Cash,Completed
1277,884,12,2026-06-05,M-Pesa,Cancelled
1278,984,9,2022-11-01,M-Pesa,Completed
1279,315,6,2023-12-20,M-Pesa,Completed
1280,1205,1,2023-10-02,Cash,Cancelled
1281,176,9,2025-06-08,Card,Refunded
1282,1383,1,2024-01-26,Cash,Completed
1283,190,7,2023-07-11,M-Pesa,Refunded
1284,528,2,2024-08-04,M-Pesa,Completed
1285,227,1,2024-05-20,M-Pesa,Completed
1286,363,6,2024-10-17,M-Pesa,Completed
1287,298,3,2024-11-30,Card,Refunded
1288,719,4,2023-11-21,Cash,Completed
1289,1761,6,2023-01-25,M-Pesa,Cancelled
1290,446,3,2024-11-11,M-Pesa,Refunded
1291,585,8,2022-12-08,M-Pesa,Completed
1292,1190,9,2024-11-01,M-Pesa,Completed
1293,21,4,2024-07-27,M-Pesa,Completed
1294,973,4,2026-02-11,M-Pesa,Refunded
1295,2166,9,2025-02-11,Cash,Completed
1296,1534,1,2022-11-30,M-Pesa,Refunded
1297,1518,2,2024-09-15,M-Pesa,Refunded
1298,195,12,2024-10-30,M-Pesa,Completed
1299,266,10,2023-09-20,Card,Completed
1300,65,10,2023-05-22,M-Pesa,Completed
1301,1651,10,2022-02-20,M-Pesa,Refunded
1302,1724,10,2024-04-21,M-Pesa,Cancelled
1303,1215,7,2025-04-04,M-Pesa,Refunded
1304,1869,10,2024-08-06,M-Pesa,Cancelled
1305,1500,5,2023-07-04,M-Pesa,Completed
1306,1017,11,2023-01-18,Cash,Completed
1307,88,10,2022-08-26,M-Pesa,Completed
1308,797,10,2022-09-18,Cash,Completed
1309,914,2,2024-08-19,Card,Completed
1310,225,7,2023-08-01,M-Pesa,Cancelled
1311,1938,12,2022-02-08,Cash,Completed
1312,1711,11,2023-07-27,M-Pesa,Refunded
1313,885,8,2025-08-18,Card,Cancelled
1314,903,12,2023-03-23,Card,Refunded
1315,1482,11,2023-04-10,Cash,Cancelled
1316,72,3,2024-11-16,Card,Completed
1317,483,6,2025-08-05,Cash,Refunded
1318,1399,10,2023-04-12,M-Pesa,Cancelled
1319,1470,3,2022-01-12,M-Pesa,Refunded
1320,1090,3,2022-03-23,M-Pesa,Cancelled
1321,1412,7,2022-08-19,M-Pesa,Refunded
1322,888,2,2026-05-08,M-Pesa,Cancelled
1323,403,8,2024-02-01,Cash,Completed
1324,1380,9,2023-05-18,M-Pesa,Completed
1325,1633,4,2024-06-12,M-Pesa,Completed
1326,1273,4,2025-06-05,M-Pesa,Completed
1327,121,11,2024-03-25,Cash,Completed
1328,2105,4,2016-06-07,M-Pesa,Cancelled
1329,1595,7,2024-01-05,M-Pesa,Completed
1330,1586,2,2024-01-09,M-Pesa,Completed
1331,792,2,2023-05-23,M-Pesa,Completed
1332,272,1,2026-03-25,M-Pesa,Cancelled
1333,1144,1,2023-11-20,M-Pesa,Completed
1334,1317,11,2022-11-27,M-Pesa,Completed
1335,2138,7,2026-01-01,Cash,Cancelled
1336,589,8,2023-12-02,M-Pesa,Refunded
1337,1147,6,2026-06-14,Card,Completed
1338,1154,8,2023-02-26,M-Pesa,Completed
1339,1840,1,2023-06-27,Cash,Refunded
1340,1687,7,2022-02-07,Cash,Cancelled
1341,378,3,2023-02-05,M-Pesa,Refunded
1342,1575,11,2023-06-01,M-Pesa,Completed
1343,274,10,2022-12-28,Card,Completed
1344,2186,7,2022-11-23,Card,Completed
1345,1860,4,2024-08-24,Cash,Completed
1346,1287,3,2023-09-26,Card,Refunded
1347,1644,3,2023-03-24,M-Pesa,Completed
1348,1902,9,2023-12-02,M-Pesa,Completed
1349,322,3,2022-11-02,M-Pesa,Completed
1350,897,1,2024-02-02,M-Pesa,Completed
1351,1302,9,2022-05-10,Cash,Completed
1352,1413,8,2025-12-19,M-Pesa,Completed
1353,305,4,2024-07-16,M-Pesa,Completed
1354,202,5,2023-08-11,Cash,Cancelled
1355,1621,6,2024-07-23,Card,Cancelled
1356,388,1,2023-09-16,M-Pesa,Completed
1357,969,5,2023-06-11,M-Pesa,Completed
1358,417,11,2022-03-23,M-Pesa,Completed
1359,581,9,2023-09-01,M-Pesa,Refunded
1360,698,8,2024-02-04,Cash,Completed
1361,378,1,2022-01-14,M-Pesa,Cancelled
1362,420,9,2023-08-27,Cash,Completed
1363,1720,9,2022-06-30,Cash,Cancelled
1364,2013,9,2024-05-18,M-Pesa,Completed
1365,949,4,2024-01-30,M-Pesa,Completed
1366,726,2,2025-01-11,M-Pesa,Refunded
1367,1387,6,2023-12-01,Cash,Cancelled
1368,94,8,2023-01-21,M-Pesa,Refunded
1369,1756,10,2022-05-09,M-Pesa,Refunded
1370,251,2,2023-05-31,M-Pesa,Completed
1371,2123,4,2023-04-21,Cash,Completed
1372,1541,6,2024-05-10,M-Pesa,Completed
1373,701,2,2025-10-26,Cash,Completed
1374,653,11,2025-10-11,M-Pesa,Completed
1375,1500,11,2025-06-06,M-Pesa,Completed
1376,430,9,2024-09-30,Card,Completed
1377,299,10,2023-07-27,M-Pesa,Refunded
1378,569,3,2023-04-08,Card,Cancelled
1379,162,7,2024-12-14,M-Pesa,Cancelled
1380,1100,9,2023-02-11,Cash,Completed
1381,1183,10,2026-05-15,M-Pesa,Completed
1382,155,3,2025-05-21,Card,Completed
1383,942,10,2025-12-06,M-Pesa,Completed
1384,1028,12,2026-03-26,M-Pesa,Completed
1385,1384,11,2023-04-25,M-Pesa,Cancelled
1386,345,9,2022-12-30,Card,Completed
1387,2079,8,2025-03-09,M-Pesa,Completed
1388,376,12,2025-07-13,Card,Completed
1389,1646,4,2025-07-23,M-Pesa,Completed
1390,765,8,2023-05-17,M-Pesa,Cancelled
1391,320,8,2022-07-19,M-Pesa,Completed
1392,1890,12,2024-07-23,M-Pesa,Cancelled
1393,2220,9,2024-09-17,Cash,Cancelled
1394,2072,10,2023-02-06,M-Pesa,Refunded
1395,531,3,2024-09-23,Card,Cancelled
1396,157,10,2025-09-30,M-Pesa,Completed
1397,1633,11,2026-03-31,Cash,Refunded
1398,1511,11,2023-03-01,M-Pesa,Refunded
1399,1477,5,2024-08-07,M-Pesa,Completed
1400,1871,12,2023-04-13,M-Pesa,Completed
1401,688,1,2024-08-01,Card,Cancelled
1402,1404,3,2023-03-19,Card,Completed
1403,2145,5,2023-11-04,M-Pesa,Completed
1404,575,10,2022-01-29,Card,Cancelled
1405,1011,5,2025-05-30,Cash,Refunded
1406,1103,9,2025-10-05,M-Pesa,Completed
1407,423,4,2025-02-22,Card,Completed
1408,1343,3,2022-10-09,Cash,Cancelled
1409,1980,6,2023-01-04,Cash,Completed
1410,704,7,2024-08-31,M-Pesa,Cancelled
1411,911,4,2024-04-01,Card,Cancelled
1412,1516,10,2022-07-30,M-Pesa,Completed
1413,1603,9,2025-04-01,Card,Completed
1414,2006,1,2025-04-02,M-Pesa,Completed
1415,1329,7,2022-12-25,M-Pesa,Cancelled
1416,1177,6,2024-08-02,Card,Completed
1417,492,1,2025-09-03,M-Pesa,Cancelled
1418,464,2,2024-11-20,M-Pesa,Cancelled
1419,816,8,2025-12-18,M-Pesa,Refunded
1420,1103,6,2024-08-14,M-Pesa,Completed
1421,1260,6,2026-03-13,M-Pesa,Completed
1422,1339,5,2022-06-13,Card,Completed
1423,711,2,2022-09-16,Card,Cancelled
1424,1950,4,2026-05-07,M-Pesa,Completed
1425,1833,4,2026-06-26,Card,Completed
1426,1089,1,2025-06-01,Cash,Refunded
1427,1162,11,2024-01-02,M-Pesa,Completed
1428,1569,6,2022-04-11,M-Pesa,Cancelled
1429,2146,2,2022-10-12,M-Pesa,Cancelled
1430,540,1,2025-11-12,M-Pesa,Completed
1431,963,5,2025-06-03,M-Pesa,Cancelled
1432,1427,9,2024-02-25,M-Pesa,Completed
1433,1754,3,2023-05-10,M-Pesa,Completed
1434,2075,6,2025-10-29,M-Pesa,Completed
1435,1224,9,2023-07-25,Cash,Completed
1436,2090,8,2023-04-17,Card,Refunded
1437,1391,11,2025-03-10,M-Pesa,Completed
1438,1300,6,2023-11-09,M-Pesa,Completed
1439,1248,3,2023-07-07,M-Pesa,Completed
1440,1754,2,2025-08-06,Card,Completed
1441,26,3,2022-08-05,M-Pesa,Completed
1442,1526,3,2025-06-30,Cash,Cancelled
1443,298,11,2022-03-03,Cash,Completed
1444,475,11,2022-01-17,Card,Completed
1445,1328,2,2023-05-11,Card,Completed
1446,1744,1,2024-07-18,M-Pesa,Refunded
1447,1163,3,2025-10-23,Card,Completed
1448,1570,9,2023-09-19,M-Pesa,Cancelled
1449,2010,10,2022-04-16,Cash,Completed
1450,910,12,2025-04-02,M-Pesa,Completed
1451,1199,11,2023-01-02,M-Pesa,Completed
1452,2111,12,2018-09-08,Cash,Completed
1453,286,5,2022-02-14,M-Pesa,Completed
1454,434,3,2026-01-12,Cash,Completed
1455,587,2,2025-12-06,M-Pesa,Refunded
1456,242,5,2022-06-24,M-Pesa,Refunded
1457,2129,1,2025-07-01,Cash,Completed
1458,836,5,2022-12-01,M-Pesa,Completed
1459,677,6,2025-11-18,M-Pesa,Completed
1460,1868,9,2023-07-01,Cash,Completed
1461,1315,6,2023-10-08,Card,Refunded
1462,1089,6,2023-08-08,M-Pesa,Completed
1463,134,7,2025-03-06,Card,Completed
1464,1858,10,2023-10-05,M-Pesa,Refunded
1465,419,9,2023-06-27,M-Pesa,Completed
1466,1801,9,2023-07-08,M-Pesa,Refunded
1467,1873,8,2025-01-16,Cash,Completed
1468,890,8,2024-02-13,M-Pesa,Refunded
1469,120,10,2022-01-04,Card,Completed
1470,877,3,2026-03-23,M-Pesa,Completed
1471,1340,2,2026-05-13,M-Pesa,Completed
1472,590,11,2022-05-10,Cash,Completed
1473,1002,6,2024-07-30,M-Pesa,Cancelled
1474,1262,4,2022-12-25,Card,Completed
1475,1897,2,2022-04-23,M-Pesa,Completed
1476,1188,3,2025-03-04,Cash,Completed
1477,1040,10,2024-06-25,M-Pesa,Completed
1478,478,10,2022-11-07,Cash,Completed
1479,1798,10,2025-02-15,M-Pesa,Completed
1480,287,10,2023-10-13,Cash,Completed
1481,1920,6,2022-12-30,M-Pesa,Completed
1482,2009,12,2022-04-29,Card,Completed
1483,2126,10,2026-03-14,Cash,Completed
1484,404,3,2024-06-22,Cash,Completed
1485,223,7,2022-03-20,M-Pesa,Completed
1486,183,3,2022-12-02,Card,Cancelled
1487,1908,8,2025-12-31,M-Pesa,Cancelled
1488,1796,9,2022-11-09,Card,Refunded
1489,1525,4,2023-10-31,M-Pesa,Completed
1490,2192,3,2026-03-11,M-Pesa,Completed
1491,1140,1,2025-04-30,Card,Completed
1492,1314,7,2022-02-24,M-Pesa,Completed
1493,668,2,2023-02-13,Cash,Refunded
1494,384,10,2023-05-24,M-Pesa,Completed
1495,1427,11,2023-04-26,M-Pesa,Completed
1496,1136,5,2023-03-12,M-Pesa,Completed
1497,805,1,2022-12-08,M-Pesa,Cancelled
1498,339,7,2022-06-26,Cash,Refunded
1499,472,10,2023-05-10,Cash,Completed
1500,622,1,2024-12-24,M-Pesa,Completed
1501,1886,3,2025-03-18,M-Pesa,Completed
1502,472,11,2023-11-14,M-Pesa,Refunded
1503,462,11,2025-05-01,M-Pesa,Completed
1504,741,2,2025-01-12,M-Pesa,Completed
1505,1829,10,2024-12-15,Cash,Refunded
1506,2168,6,2025-07-06,M-Pesa,Completed
1507,877,4,2024-06-05,M-Pesa,Completed
1508,1558,10,2022-02-15,Card,Completed
1509,733,9,2024-06-25,M-Pesa,Refunded
1510,2134,11,2026-01-19,M-Pesa,Completed
1511,370,5,2026-04-08,Card,Completed
1512,2150,9,2023-05-30,Cash,Completed
1513,1338,1,2025-03-07,Cash,Completed
1514,528,10,2022-08-20,M-Pesa,Cancelled
1515,1503,4,2025-11-12,Card,Refunded
1516,271,7,2023-09-18,M-Pesa,Completed
1517,1415,12,2024-08-13,Cash,Refunded
1518,70,10,2022-03-24,M-Pesa,Completed
1519,1129,8,2025-12-25,Cash,Completed
1520,2211,6,2024-12-08,Card,Completed
1521,534,5,2024-11-27,Cash,Completed
1522,640,5,2026-05-15,M-Pesa,Completed
1523,1731,8,2023-12-21,M-Pesa,Completed
1524,946,10,2023-04-15,M-Pesa,Completed
1525,252,5,2024-02-04,M-Pesa,Refunded
1526,1767,12,2022-11-06,M-Pesa,Cancelled
1527,533,1,2022-03-03,Cash,Completed
1528,439,9,2022-12-08,Card,Completed
1529,650,5,2023-06-07,M-Pesa,Completed
1530,1170,12,2022-09-12,M-Pesa,Completed
1531,1488,1,2024-05-30,M-Pesa,Completed
1532,1850,10,2025-07-22,Card,Completed
1533,1520,5,2023-08-25,M-Pesa,Cancelled
1534,1426,11,2022-03-19,Card,Completed
1535,1009,7,2022-09-23,Card,Completed
1536,1029,2,2024-07-06,M-Pesa,Completed
1537,244,1,2026-03-30,M-Pesa,Cancelled
1538,110,2,2023-11-24,M-Pesa,Cancelled
1539,1633,4,2023-07-10,Card,Completed
1540,2115,8,2024-01-06,M-Pesa,Cancelled
1541,1501,1,2023-07-07,M-Pesa,Completed
1542,444,3,2025-12-02,Card,Refunded
1543,801,1,2026-02-22,M-Pesa,Completed
1544,1010,7,2022-09-19,M-Pesa,Completed
1545,327,12,2022-11-26,M-Pesa,Completed
1546,1129,6,2024-05-03,M-Pesa,Completed
1547,717,4,2022-09-09,M-Pesa,Refunded
1548,1783,4,2025-07-25,Cash,Completed
1549,1456,9,2022-01-16,M-Pesa,Completed
1550,1040,12,2022-01-27,M-Pesa,Completed
1551,23,4,2023-06-26,Card,Completed
1552,821,11,2024-07-30,M-Pesa,Completed
1553,1801,3,2022-06-26,Card,Completed
1554,610,7,2022-12-02,M-Pesa,Completed
1555,986,10,2022-01-17,Cash,Refunded
1556,236,8,2022-02-06,Card,Completed
1557,1273,7,2022-11-20,Card,Refunded
1558,278,10,2023-11-02,M-Pesa,Completed
1559,1915,8,2023-12-25,M-Pesa,Completed
1560,1076,1,2025-04-19,M-Pesa,Completed
1561,279,9,2022-07-21,M-Pesa,Refunded
1562,1105,12,2026-01-18,M-Pesa,Completed
1563,270,6,2025-07-09,Card,Completed
1564,2056,1,2023-08-23,M-Pesa,Cancelled
1565,2036,5,2025-08-31,M-Pesa,Cancelled
1566,917,9,2023-12-20,M-Pesa,Completed
1567,493,8,2023-12-02,M-Pesa,Completed
1568,1199,10,2025-06-27,M-Pesa,Completed
1569,609,7,2024-09-27,Cash,Completed
1570,1987,5,2023-07-25,M-Pesa,Cancelled
1571,714,5,2025-08-28,Card,Completed
1572,2112,3,2023-02-13,M-Pesa,Cancelled
1573,467,5,2025-05-13,M-Pesa,Completed
1574,1082,1,2022-10-12,Cash,Completed
1575,878,11,2024-11-19,M-Pesa,Completed
1576,2215,9,2022-12-12,Cash,Completed
1577,649,2,2022-05-09,M-Pesa,Refunded
1578,390,11,2026-01-22,M-Pesa,Completed
1579,2102,4,2026-02-02,M-Pesa,Cancelled
1580,601,10,2025-04-20,M-Pesa,Completed
1581,2202,8,2024-07-01,M-Pesa,Refunded
1582,2082,10,2023-02-28,M-Pesa,Completed
1583,1066,9,2024-03-11,Card,Cancelled
1584,493,3,2023-01-21,M-Pesa,Completed
1585,955,9,2022-12-22,M-Pesa,Completed
1586,48,9,2025-03-22,M-Pesa,Completed
1587,1063,1,2026-04-10,M-Pesa,Completed
1588,1939,7,2022-08-05,M-Pesa,Completed
1589,349,4,2022-07-28,Card,Cancelled
1590,345,7,2023-05-01,Cash,Cancelled
1591,1108,8,2022-04-22,Cash,Cancelled
1592,2068,11,2026-05-15,Cash,Completed
1593,1955,12,2024-08-12,M-Pesa,Completed
1594,940,1,2025-05-01,M-Pesa,Completed
1595,1735,2,2026-06-29,M-Pesa,Completed
1596,1017,7,2025-06-18,Cash,Completed
1597,919,5,2022-05-30,Card,Refunded
1598,1886,7,2025-03-23,M-Pesa,Refunded
1599,745,11,2026-04-21,Card,Refunded
1600,1728,1,2024-12-22,Card,Cancelled
1601,1019,7,2022-08-06,Card,Cancelled
1602,1856,7,2022-03-27,M-Pesa,Completed
1603,48,3,2023-09-05,Cash,Cancelled
1604,584,6,2023-12-22,Cash,Completed
1605,1666,10,2025-12-12,Card,Cancelled
1606,2059,9,2023-11-10,M-Pesa,Completed
1607,2182,5,2025-09-26,M-Pesa,Completed
1608,1786,10,2024-12-19,Cash,Completed
1609,2160,7,2024-06-15,M-Pesa,Cancelled
1610,91,10,2025-04-12,M-Pesa,Completed
1611,879,2,2026-04-22,M-Pesa,Cancelled
1612,669,12,2025-09-26,Cash,Refunded
1613,874,7,2024-02-21,M-Pesa,Refunded
1614,1400,7,2024-11-09,Cash,Completed
1615,1316,1,2024-03-23,M-Pesa,Cancelled
1616,90,2,2025-09-15,Cash,Completed
1617,2030,5,2023-11-11,Cash,Completed
1618,1757,2,2024-10-18,Card,Refunded
1619,1185,1,2025-09-27,Card,Completed
1620,259,10,2026-03-16,M-Pesa,Refunded
1621,268,8,2022-10-28,M-Pesa,Completed
1622,2205,12,2023-03-09,M-Pesa,Cancelled
1623,2217,11,2023-09-26,M-Pesa,Completed
1624,596,8,2024-11-15,M-Pesa,Completed
1625,1695,2,2023-01-09,M-Pesa,Completed
1626,757,4,2025-12-02,M-Pesa,Refunded
1627,2237,7,2023-12-25,M-Pesa,Cancelled
1628,1020,11,2025-07-18,M-Pesa,Completed
1629,1804,12,2024-02-09,Card,Cancelled
1630,370,7,2022-09-01,Card,Completed
1631,1285,10,2024-04-10,M-Pesa,Completed
1632,740,2,2026-03-08,M-Pesa,Refunded
1633,1010,8,2022-10-23,M-Pesa,Refunded
1634,289,1,2023-06-04,M-Pesa,Completed
1635,254,7,2022-03-07,Cash,Cancelled
1636,1618,9,2026-04-18,Cash,Completed
1637,516,6,2025-07-07,M-Pesa,Cancelled
1638,1526,10,2023-07-18,M-Pesa,Completed
1639,202,7,2023-10-09,M-Pesa,Cancelled
1640,1234,11,2024-05-25,Cash,Completed
1641,1025,9,2025-03-15,Cash,Completed
1642,1537,5,2026-02-10,Card,Refunded
1643,1767,9,2025-04-04,M-Pesa,Completed
1644,1786,1,2022-08-30,Card,Completed
1645,1273,1,2023-02-10,Card,Completed
1646,1815,6,2023-02-13,Card,Cancelled
1647,1264,1,2022-11-04,Card,Completed
1648,119,4,2024-07-29,M-Pesa,Completed
1649,1514,4,2026-03-24,Card,Completed
1650,755,7,2025-07-27,M-Pesa,Completed
1651,445,12,2022-06-13,M-Pesa,Refunded
1652,1422,6,2022-05-19,Cash,Completed
1653,1743,1,2026-05-27,Cash,Completed
1654,1205,2,2022-07-15,Cash,Completed
1655,1960,7,2024-01-22,M-Pesa,Completed
1656,1295,7,2024-04-22,M-Pesa,Completed
1657,324,7,2023-01-22,Cash,Completed
1658,379,12,2023-07-23,Card,Cancelled
1659,2118,5,2025-02-03,M-Pesa,Completed
1660,2199,1,2023-11-14,M-Pesa,Completed
1661,1623,8,2026-02-15,M-Pesa,Refunded
1662,524,8,2024-10-04,Cash,Completed
1663,1468,3,2025-01-03,M-Pesa,Completed
1664,1674,5,2026-01-01,Card,Completed
1665,312,11,2026-01-14,Cash,Refunded
1666,220,2,2024-01-16,Cash,Cancelled
1667,1961,5,2022-03-23,Card,Completed
1668,1581,7,2025-09-14,M-Pesa,Completed
1669,692,8,2023-04-24,Card,Completed
1670,524,9,2022-03-01,M-Pesa,Refunded
1671,953,9,2024-10-29,M-Pesa,Completed
1672,1100,5,2023-01-06,M-Pesa,Completed
1673,1043,11,2022-09-05,Card,Refunded
1674,1914,6,2022-06-19,Card,Refunded
1675,315,3,2026-05-14,M-Pesa,Completed
1676,1833,4,2024-10-09,Card,Cancelled
1677,2013,10,2025-02-13,M-Pesa,Refunded
1678,1631,2,2022-10-20,Cash,Completed
1679,682,11,2023-06-07,M-Pesa,Completed
1680,2208,1,2025-12-24,M-Pesa,Refunded
1681,1945,3,2025-06-08,Card,Refunded
1682,249,1,2024-03-21,M-Pesa,Cancelled
1683,171,7,2022-10-11,Card,Completed
1684,136,12,2022-08-22,M-Pesa,Cancelled
1685,2234,4,2024-03-18,M-Pesa,Completed
1686,940,5,2023-09-29,Card,Completed
1687,426,5,2023-02-22,M-Pesa,Completed
1688,1805,12,2022-12-28,M-Pesa,Cancelled
1689,275,5,2024-01-16,M-Pesa,Completed
1690,1042,3,2022-09-26,Card,Completed
1691,2178,5,2023-08-15,Cash,Cancelled
1692,1947,6,2023-04-20,M-Pesa,Cancelled
1693,439,4,2022-08-25,M-Pesa,Refunded
1694,1313,11,2023-09-09,Cash,Refunded
1695,2199,10,2023-09-11,M-Pesa,Cancelled
1696,2208,9,2023-06-10,M-Pesa,Cancelled
1697,2162,10,2025-08-23,M-Pesa,Completed
1698,1254,12,2024-08-27,Card,Completed
1699,1964,10,2024-11-26,M-Pesa,Completed
1700,1040,8,2025-10-26,M-Pesa,Completed
1701,2214,1,2022-11-12,M-Pesa,Refunded
1702,542,5,2022-11-17,Cash,Cancelled
1703,1842,11,2025-04-22,Cash,Cancelled
1704,423,4,2025-02-10,Cash,Completed
1705,2048,11,2025-09-01,M-Pesa,Completed
1706,861,3,2022-11-29,Cash,Cancelled
1707,869,9,2023-04-21,Cash,Completed
1708,480,2,2023-05-11,M-Pesa,Completed
1709,9,4,2025-12-10,M-Pesa,Completed
1710,1890,12,2025-09-29,M-Pesa,Completed
1711,123,2,2023-05-16,M-Pesa,Refunded
1712,1970,10,2025-10-11,M-Pesa,Completed
1713,1211,1,2024-03-30,Cash,Completed
1714,1183,7,2024-09-10,M-Pesa,Refunded
1715,1186,4,2026-02-22,Card,Refunded
1716,349,4,2022-01-20,M-Pesa,Cancelled
1717,1132,1,2024-02-02,M-Pesa,Cancelled
1718,1290,11,2025-08-13,Card,Completed
1719,401,10,2022-01-17,M-Pesa,Completed
1720,70,4,2023-09-07,M-Pesa,Completed
1721,1350,3,2017-04-25,M-Pesa,Completed
1722,1358,8,2025-06-10,M-Pesa,Refunded
1723,1598,1,2025-01-28,M-Pesa,Completed
1724,1610,2,2022-04-28,Card,Completed
1725,921,2,2025-06-11,Card,Completed
1726,412,8,2023-05-29,M-Pesa,Cancelled
1727,1923,10,2025-07-17,M-Pesa,Cancelled
1728,798,10,2024-01-06,M-Pesa,Completed
1729,577,9,2023-02-27,M-Pesa,Cancelled
1730,1660,12,2025-02-25,Cash,Completed
1731,64,10,2022-10-26,M-Pesa,Completed
1732,2131,9,2023-12-02,M-Pesa,Completed
1733,1988,8,2024-12-15,M-Pesa,Completed
1734,1757,6,2022-09-20,Cash,Completed
1735,1862,8,2025-12-11,M-Pesa,Completed
1736,519,12,2025-05-01,M-Pesa,Completed
1737,1469,3,2023-11-11,M-Pesa,Refunded
1738,766,9,2023-03-16,M-Pesa,Completed
1739,24,5,2024-01-13,M-Pesa,Completed
1740,1889,3,2024-03-28,Card,Completed
1741,483,9,2023-06-08,M-Pesa,Completed
1742,370,8,2022-10-07,Cash,Completed
1743,758,5,2026-02-05,M-Pesa,Completed
1744,593,9,2024-07-19,Card,Completed
1745,1650,10,2022-01-29,Cash,Completed
1746,578,5,2022-05-13,M-Pesa,Completed
1747,305,6,2023-10-18,M-Pesa,Completed
1748,1083,12,2024-06-09,Card,Completed
1749,1420,3,2022-08-21,Card,Completed
1750,186,8,2024-09-19,Card,Completed
1751,580,9,2022-02-15,Cash,Completed
1752,74,8,2023-08-29,M-Pesa,Completed
1753,1402,11,2025-04-04,M-Pesa,Completed
1754,866,1,2022-09-16,Cash,Completed
1755,2061,8,2024-08-30,Cash,Cancelled
1756,1147,10,2022-07-12,M-Pesa,Completed
1757,2117,2,2023-06-14,Cash,Completed
1758,1854,12,2025-11-19,Cash,Completed
1759,297,3,2026-03-05,M-Pesa,Cancelled
1760,242,6,2020-03-22,Card,Cancelled
1761,242,11,2022-03-10,M-Pesa,Completed
1762,5,10,2024-08-28,M-Pesa,Completed
1763,448,8,2023-06-03,M-Pesa,Completed
1764,179,3,2024-12-27,Card,Completed
1765,558,8,2024-08-12,Cash,Completed
1766,1763,1,2023-01-17,M-Pesa,Completed
1767,1982,11,2023-02-06,Card,Refunded
1768,2066,11,2025-01-01,M-Pesa,Completed
1769,1201,9,2025-08-26,Cash,Refunded
1770,2138,3,2024-11-25,M-Pesa,Completed
1771,874,10,2022-10-10,M-Pesa,Completed
1772,1143,3,2024-10-18,M-Pesa,Completed
1773,361,7,2023-05-02,M-Pesa,Refunded
1774,1943,9,2025-06-07,Cash,Completed
1775,290,9,2022-10-23,M-Pesa,Completed
1776,1441,6,2023-12-10,M-Pesa,Refunded
1777,751,10,2022-05-05,M-Pesa,Completed
1778,1475,5,2024-12-24,M-Pesa,Completed
1779,992,9,2024-10-20,Card,Completed
1780,1662,7,2022-02-14,Card,Cancelled
1781,1759,7,2025-01-02,M-Pesa,Completed
1782,1030,10,2023-07-12,Card,Cancelled
1783,1244,9,2022-11-16,Cash,Completed
1784,1221,4,2025-04-02,M-Pesa,Completed
1785,1369,9,2023-01-02,M-Pesa,Completed
1786,206,8,2024-06-02,M-Pesa,Completed
1787,1444,8,2025-10-29,M-Pesa,Completed
1788,749,7,2022-03-13,M-Pesa,Cancelled
1789,1366,1,2024-07-30,Card,Completed
1790,1268,1,2025-10-29,M-Pesa,Refunded
1791,957,10,2023-01-04,M-Pesa,Completed
1792,2079,2,2025-11-04,M-Pesa,Completed
1793,79,10,2022-04-16,Cash,Completed
1794,1824,5,2024-11-20,M-Pesa,Completed
1795,689,11,2022-10-18,M-Pesa,Completed
1796,958,12,2022-09-07,Card,Completed
1797,726,12,2026-04-08,M-Pesa,Completed
1798,1793,11,2022-10-11,Card,Cancelled
1799,244,6,2022-05-06,M-Pesa,Completed
1800,208,7,2025-05-14,M-Pesa,Completed
1801,750,2,2024-04-19,Card,Refunded
1802,1064,11,2026-02-05,M-Pesa,Refunded
1803,1795,10,2022-07-04,Card,Completed
1804,1815,8,2023-09-04,Cash,Completed
1805,203,8,2022-09-10,Card,Refunded
1806,1500,12,2023-12-16,M-Pesa,Completed
1807,270,11,2023-11-16,M-Pesa,Completed
1808,886,7,2024-03-30,Card,Refunded
1809,486,1,2023-10-21,M-Pesa,Completed
1810,129,6,2026-01-06,Cash,Completed
1811,1165,1,2022-06-20,M-Pesa,Completed
1812,385,9,2024-08-14,Cash,Refunded
1813,714,6,2024-05-21,M-Pesa,Completed
1814,998,6,2023-03-07,Card,Refunded
1815,188,10,2024-05-31,Card,Completed
1816,1670,2,2023-10-02,M-Pesa,Cancelled
1817,79,10,2026-06-11,M-Pesa,Cancelled
1818,241,7,2025-05-15,M-Pesa,Cancelled
1819,1956,7,2025-10-05,Card,Completed
1820,1962,12,2025-01-10,M-Pesa,Completed
1821,893,12,2022-03-11,Cash,Cancelled
1822,1536,5,2023-09-30,Cash,Completed
1823,1878,1,2024-07-24,M-Pesa,Completed
1824,893,6,2024-04-04,Cash,Refunded
1825,299,6,2026-03-11,M-Pesa,Completed
1826,533,7,2023-12-27,M-Pesa,Completed
1827,2201,5,2024-05-10,Card,Completed
1828,766,10,2023-02-06,M-Pesa,Refunded
1829,907,3,2023-05-30,Card,Completed
1830,131,2,2023-06-22,M-Pesa,Completed
1831,1728,11,2025-04-24,M-Pesa,Completed
1832,1696,4,2016-08-11,M-Pesa,Completed
1833,478,4,2023-10-22,M-Pesa,Completed
